,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANGUILLA,ANTIGUA & BARBUDA,ARGENTINA,ARMENIA,ARUBA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BERMUDA,BHUTAN,"BONAIRE, SAINT EUSTATIUS, AND SABA",BOSNIA & HERZEGOVINA,BOTSWANA,BRAZIL,BRITISH VIRGIN ISLANDS,BRUNEI (DARUSSALAM),BULGARIA,BURKINA FASO,BURUNDI,CAMBODIA,CANADA,CAPE VERDE,CAYMAN ISLANDS,CENTRAL AFRICAN REPUBLIC,CHAD,CHILE,CHINA (MAINLAND),COLOMBIA,COMOROS,CONGO,COOK ISLANDS,COSTA RICA,COTE D IVOIRE,CROATIA,CUBA,CURACAO,CYPRUS,CZECH REPUBLIC,DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),DENMARK,DJIBOUTI,DOMINICA,DOMINICAN REPUBLIC,ECUADOR,EGYPT,EL SALVADOR,EQUATORIAL GUINEA,ERITREA,ESTONIA,ETHIOPIA,FAEROE ISLANDS,FALKLAND ISLANDS (MALVINAS),FEDERATED STATES OF MICRONESIA,FIJI,FINLAND,FRANCE (INCLUDING MONACO),FRENCH GUIANA,FRENCH POLYNESIA,GABON,GAMBIA,GEORGIA,GERMANY,GHANA,GIBRALTAR,GREECE,GREENLAND,GRENADA,GUADELOUPE,GUATEMALA,GUINEA,GUINEA BISSAU,GUYANA,HAITI,HONDURAS,HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,HUNGARY,ICELAND,INDIA,INDONESIA,IRAQ,IRELAND,ISLAMIC REPUBLIC OF IRAN,ISRAEL,ITALY (INCLUDING SAN MARINO),JAMAICA,JAPAN,JORDAN,KAZAKHSTAN,KENYA,KIRIBATI,KUWAIT,KYRGYZSTAN,LAO PEOPLE S DEMOCRATIC REPUBLIC,LATVIA,LEBANON,LESOTHO,LIBERIA,LIBYAN ARAB JAMAHIRIYAH,LIECHTENSTEIN,LITHUANIA,LUXEMBOURG,MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,MACEDONIA,MADAGASCAR,MALAWI,MALAYSIA,MALDIVES,MALI,MALTA,MARSHALL ISLANDS,MARTINIQUE,MAURITANIA,MAURITIUS,MEXICO,MONGOLIA,MONTENEGRO,MONTSERRAT,MOROCCO,MOZAMBIQUE,MYANMAR (FORMERLY BURMA),NAMIBIA,NAURU,NEPAL,NETHERLANDS,NEW CALEDONIA,NEW ZEALAND,NICARAGUA,NIGER,NIGERIA,NIUE,NORWAY,OCCUPIED PALESTINIAN TERRITORY,OMAN,PAKISTAN,PALAU,PANAMA,PAPUA NEW GUINEA,PARAGUAY,PERU,PHILIPPINES,PLURINATIONAL STATE OF BOLIVIA,POLAND,PORTUGAL,QATAR,REPUBLIC OF CAMEROON,REPUBLIC OF KOREA,REPUBLIC OF MOLDOVA,REPUBLIC OF SOUTH SUDAN,REPUBLIC OF SUDAN,REUNION,ROMANIA,RUSSIAN FEDERATION,RWANDA,SAINT HELENA,SAINT LUCIA,SAINT MARTIN (DUTCH PORTION),SAMOA,SAO TOME & PRINCIPE,SAUDI ARABIA,SENEGAL,SERBIA,SEYCHELLES,SIERRA LEONE,SINGAPORE,SLOVAKIA,SLOVENIA,SOLOMON ISLANDS,SOMALIA,SOUTH AFRICA,SPAIN,SRI LANKA,ST. KITTS-NEVIS,ST. PIERRE & MIQUELON,ST. VINCENT & THE GRENADINES,SURINAME,SWAZILAND,SWEDEN,SWITZERLAND,SYRIAN ARAB REPUBLIC,TAIWAN,TAJIKISTAN,THAILAND,TIMOR-LESTE (FORMERLY EAST TIMOR),TOGO,TONGA,TRINIDAD AND TOBAGO,TUNISIA,TURKEY,TURKMENISTAN,TURKS AND CAICOS ISLANDS,UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,UNITED REPUBLIC OF TANZANIA,UNITED STATES OF AMERICA,URUGUAY,UZBEKISTAN,VANUATU,VENEZUELA,VIET NAM,WALLIS AND FUTUNA ISLANDS,YEMEN,ZAMBIA,ZIMBABWE,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU28,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1999,0.224,0.8140000000000001,25.121000000000002,0.14,2.497,0.014,0.095,40.083,0.8220000000000001,0.47700000000000004,88.72200000000001,16.872,7.793,0.457,4.914,6.882000000000001,0.33,15.302,31.159,0.095,0.426,0.128,0.105,,2.83,0.862,87.312,0.028,1.066,11.994,0.254,0.078,0.517,140.568,0.047,0.11800000000000001,0.07200000000000001,0.033,16.772000000000002,904.842,15.411,0.021,0.224,0.008,1.506,1.709,5.487,6.908,,1.739,30.536,17.598,0.377,15.039,0.08600000000000001,0.022,5.062,5.862,34.195,1.554,0.129,0.169,4.134,0.861,0.17200000000000001,0.01,0.032,0.219,15.114,100.574,0.224,0.135,1.311,0.07,1.185,224.287,1.786,0.08700000000000001,23.626,0.147,0.053,0.468,2.435,0.34700000000000003,0.053,0.458,0.363,1.293,11.649000000000001,16.034,0.5640000000000001,271.548,65.991,19.712,10.950000000000001,104.312,15.188,120.534,2.721,326.293,3.973,31.768,2.774,0.008,14.732000000000001,1.274,0.253,1.849,4.497,,0.108,12.168000000000001,,3.734,2.096,0.418,3.197,0.523,0.262,29.434,0.115,0.217,0.64,0.018000000000000002,0.5680000000000001,0.313,0.662,104.33800000000001,2.06,0.4269931070360255,0.008,9.041,0.324,2.446,0.454,0.025,0.878,44.698,0.561,8.901,0.989,0.26,12.21,0.002,11.094,0.177,5.647,27.375,0.031,1.546,0.667,1.228,8.006,18.86,3.0660000000000003,86.098,17.569,8.565,0.84,109.044,1.228,,,0.605,24.445,417.543,0.139,0.003,0.08700000000000001,,0.038,0.013000000000000001,61.756,1.0090000000000001,9.675006892963975,0.139,0.1,13.654,10.701,4.166,0.04,,102.328,76.999,2.35,0.05,0.015,0.045,0.607,0.338,13.937000000000001,11.097,14.282,56.484,0.687,48.03,,0.419,0.03,6.222,4.999,53.660000000000004,10.275,0.004,0.358,90.687,21.373,144.788,0.6920000000000001,1502.708,1.834,32.266,0.023,47.211,13.006,,3.789,0.493,4.3180000000000005,3655.597,2660.598,3398.86,2917.3349999999996,1059.7990000000002,228.22300000000004,2017.8589999999992,34.226,1624.6559999999995,336.57699999999994,1747.776,98.793,228.084,220.5059999999999,22.298999999998586,6559
2000,0.211,0.8240000000000001,23.979,0.14300000000000002,2.602,0.017,0.094,38.761,0.9450000000000001,0.633,89.84,16.944,8.047,0.455,5.0840000000000005,7.6000000000000005,0.324,14.668000000000001,31.393,0.113,0.436,0.127,0.108,,3.7600000000000002,1.031,89.44200000000001,0.028,1.285,11.871,0.28400000000000003,0.079,0.539,145.755,0.051000000000000004,0.128,0.073,0.048,16.039,928.601,15.796000000000001,0.023,0.28600000000000003,0.008,1.493,1.852,5.301,7.113,,1.8900000000000001,33.774,18.997,0.222,13.998000000000001,0.093,0.028,5.397,5.65,38.54,1.566,0.124,0.166,4.0520000000000005,0.968,0.188,0.01,0.037,0.23600000000000002,14.297,98.743,0.197,0.155,1.28,0.075,1.237,226.33700000000002,1.715,0.091,24.984,0.145,0.052000000000000005,0.485,2.704,0.34900000000000003,0.04,0.439,0.373,1.372,11.028,15.22,0.59,281.389,71.83500000000001,19.756,11.243,101.57600000000001,16.433,122.87,2.811,332.841,4.229,32.206,2.841,0.009000000000000001,14.606,1.264,0.256,1.732,4.158,,0.116,12.848,,3.317,2.247,0.446,3.29,0.511,0.244,34.288000000000004,0.123,0.224,0.5630000000000001,0.021,0.578,0.32,0.734,104.311,2.047,0.47429119521394203,0.007,9.246,0.368,2.751,0.448,0.023,0.837,45.093,0.609,8.994,1.026,0.19,21.59,0.002,10.819,0.216,5.971,29.029,0.031,1.579,0.727,1.006,8.262,19.991,2.7880000000000003,81.617,17.107,9.471,0.936,122.051,0.9580000000000001,,,0.78,24.729,424.843,0.14400000000000002,0.003,0.09,,0.038,0.013000000000000001,80.97500000000001,1.074,10.746708804786058,0.156,0.116,13.364,9.786,3.926,0.04,0.14100000000000001,103.263,80.293,2.7920000000000003,0.05,0.015,0.04,0.627,0.324,13.458,10.649000000000001,13.919,59.733000000000004,0.61,49.433,,0.371,0.026000000000000002,6.516,5.433,58.945,10.237,0.004,0.39,87.511,30.696,147.746,0.723,1554.903,1.447,33.013,0.023,41.566,14.629,,3.992,0.497,3.797,3728.8230000000003,2777.432,3487.298,3018.9569999999994,1064.531,243.663,2094.49,36.737,1634.0859999999998,370.02700000000004,1805.129,100.092,222.03000000000003,226.12900000000002,-5.384000000000128,6727
2001,0.17400000000000002,0.879,22.987000000000002,0.14300000000000002,2.654,0.026000000000000002,0.094,36.466,0.966,0.643,88.586,17.924,7.846,0.428,3.798,8.851,0.333,14.388,31.232,0.112,0.495,0.127,0.105,,3.644,1.05,92.019,0.029,1.229,12.668000000000001,0.272,0.056,0.614,143.967,0.057,0.129,0.067,0.047,14.546000000000001,951.068,15.346,0.023,0.209,0.009000000000000001,1.571,2.107,5.598,6.941,,1.867,33.739,19.696,0.228,14.431000000000001,0.1,0.03,5.404,6.304,34.211,1.622,0.844,0.17200000000000001,4.246,1.187,0.20800000000000002,0.012,0.048,0.304,15.558,102.915,0.149,0.185,1.309,0.077,1.028,232.796,1.887,0.094,25.581,0.147,0.053,0.498,2.898,0.354,0.041,0.435,0.428,1.558,10.351,15.532,0.5730000000000001,283.925,80.422,23.273,12.007,108.715,17.343,122.811,2.895,328.164,4.364,35.956,2.555,0.007,15.719000000000001,1.062,0.23800000000000002,1.905,4.41,,0.135,13.117,,3.5140000000000002,2.4,0.46,3.2720000000000002,0.47500000000000003,0.243,36.984,0.126,0.226,0.678,0.022,0.5760000000000001,0.34700000000000003,0.781,107.891,2.15,0.5096273897776044,0.007,10.285,0.431,2.379,0.55,0.022,0.891,45.832,0.515,9.394,1.081,0.179,22.727,0.002,11.429,0.368,5.532,29.529,0.049,1.911,0.875,1.042,7.408,19.376,2.6790000000000003,82.161,17.114,11.289,0.933,122.769,1.0130000000000001,,,0.8290000000000001,26.352,424.736,0.145,0.003,0.099,,0.039,0.014,81.051,1.181,11.547372610222396,0.17300000000000001,0.155,13.51,10.733,4.135,0.042,0.137,101.45700000000001,81.21900000000001,2.848,0.05,0.015,0.049,0.674,0.312,13.942,11.711,13.302,62.219,0.625,53.068,,0.317,0.024,6.857,5.6770000000000005,53.055,10.383000000000001,0.004,0.41200000000000003,87.749,27.656,148.858,0.853,1527.517,1.3880000000000001,33.597,0.024,47.065,16.673000000000002,0.004,4.432,0.52,3.435,3719.0290000000005,2838.2130000000006,3472.111000000001,3085.1309999999994,1087.748,240.77200000000002,2140.157,38.01500000000001,1659.644,374.307,1779.537,99.27600000000004,225.53300000000002,217.449,111.30899999999707,6886
2002,0.241,1.0230000000000001,24.776,0.145,3.454,0.026000000000000002,0.099,34.01,0.8300000000000001,0.647,93.08800000000001,18.247,8.076,0.43,4.281,9.192,0.335,14.291,29.264,0.1,0.5670000000000001,0.135,0.114,,3.9,1.085,90.61,0.031,1.194,12.172,0.274,0.058,0.602,141.624,0.066,0.134,0.067,0.046,15.043000000000001,1007.429,15.179,0.024,0.157,0.008,1.725,1.987,5.89,7.115,,1.915,32.656,18.879,0.253,14.194,0.109,0.028,5.817,6.804,34.686,1.647,1.358,0.165,4.0600000000000005,1.233,0.2,0.012,0.04,0.228,16.821,102.241,0.134,0.193,1.247,0.08600000000000001,0.924,226.268,2.024,0.095,25.544,0.147,0.056,0.517,3.0260000000000002,0.361,0.042,0.431,0.498,1.661,10.809000000000001,15.297,0.592,287.499,83.648,23.796,11.839,109.624,16.311,123.428,2.793,332.71,4.605,36.47,2.173,0.011,15.879,1.352,0.314,1.885,4.364,,0.134,13.044,,3.584,2.568,0.41600000000000004,2.982,0.337,0.241,36.472,0.162,0.231,0.627,0.023,0.5640000000000001,0.368,0.787,106.861,2.2600000000000002,0.5448367798153206,0.01,10.432,0.433,2.511,0.48,0.021,0.716,46.912,0.656,9.054,1.101,0.191,26.756,0.003,10.369,0.315,6.946,31.111,0.049,1.601,0.9510000000000001,1.063,7.414000000000001,19.454,2.609,80.402,18.214,11.155,0.932,126.979,1.087,,,0.8230000000000001,26.517,424.621,0.145,0.003,0.089,,0.039,0.016,89.012,1.23,12.345163220184679,0.147,0.166,12.88,10.704,4.205,0.042,0.16,97.256,85.77,3.015,0.054,0.016,0.051000000000000004,0.461,0.307,15.66,11.098,10.653,64.86,0.513,56.81,0.044,0.336,0.028,7.424,5.689,56.091,10.899000000000001,0.027,0.425,86.907,23.099,144.162,0.979,1540.422,1.26,34.927,0.023,52.718,19.309,0.007,4.299,0.541,3.263,3728.989,2931.198999999999,3488.6980000000003,3171.49,1081.046,244.36100000000002,2224.572,39.247,1651.2459999999999,380.43,1789.07,103.51300000000002,227.748,228.01100000000002,57.800999999999874,6946
2003,0.28,1.171,25.234,0.146,2.472,0.028,0.106,36.832,0.935,0.659,91.702,19.641000000000002,8.349,0.41400000000000003,4.491,9.728,0.34600000000000003,14.598,30.792,0.105,0.642,0.128,0.10300000000000001,,3.951,1.044,87.70700000000001,0.033,1.252,12.901,0.294,0.044,0.649,150.855,0.084,0.136,0.064,0.10400000000000001,15.163,1234.027,15.659,0.026000000000000002,0.25,0.009000000000000001,1.807,1.489,6.297,6.95,,2.113,33.286,19.294,0.269,15.271,0.115,0.032,5.867,7.354,40.35,1.7870000000000001,1.641,0.198,4.67,1.36,0.20400000000000001,0.013000000000000001,0.04,0.23500000000000001,18.852,103.769,0.17400000000000002,0.21,1.266,0.08600000000000001,1.029,224.383,2.081,0.097,26.108,0.145,0.059000000000000004,0.533,2.953,0.366,0.053,0.427,0.47300000000000003,1.846,11.824,16.107,0.591,299.863,86.39,24.848,11.641,114.164,17.150000000000002,127.72,2.9090000000000003,338.722,4.764,38.781,1.842,0.011,16.341,1.483,0.3,2.0100000000000002,4.958,,0.14300000000000002,13.408,,3.497,2.701,0.419,3.084,0.464,0.261,43.157000000000004,0.138,0.23,0.704,0.023,0.619,0.379,0.835,110.69500000000001,2.191,0.5825822603719599,0.01,10.243,0.523,2.685,0.511,0.018000000000000002,0.775,47.67,0.747,9.294,1.203,0.20700000000000002,25.397000000000002,0.003,12.332,0.34900000000000003,8.833,32.423,0.051000000000000004,1.678,1.076,1.11,7.194,19.507,3.853,82.425,16.694,11.323,1.035,127.138,1.17,,,0.812,27.560000000000002,437.481,0.14200000000000002,0.003,0.098,,0.041,0.018000000000000002,89.248,1.357,13.200417739628039,0.15,0.178,8.49,10.77,4.23,0.044,0.162,110.297,87.56400000000001,3.021,0.06,0.018000000000000002,0.054,0.461,0.28400000000000003,14.939,10.956,14.801,67.239,0.5660000000000001,61.242000000000004,0.044,0.399,0.032,7.609,5.7940000000000005,59.592,12.163,0.028,0.436,96.10900000000001,29.136,147.261,1.038,1548.738,1.254,33.7,0.023,52.387,21.48,0.007,4.719,0.5760000000000001,2.906,3795.5390000000007,3241.4900000000007,3539.422,3497.6069999999995,1101.5759999999998,262.033,2490.463,40.037000000000006,1697.2489999999996,404.717,1810.451,102.48999999999998,229.58800000000005,230.77800000000005,99.1929999999995,7367
2004,0.259,1.1360000000000001,24.405,0.154,5.125,0.033,0.111,42.975,0.994,0.66,93.455,19.692,8.751,0.47000000000000003,4.775,10.282,0.353,15.860000000000001,30.298000000000002,0.108,0.684,0.124,0.084,,4.257,1.063,92.126,0.034,1.363,12.763,0.301,0.054,0.667,150.627,0.09,0.126,0.064,0.10300000000000001,16.301000000000002,1442.096,15.018,0.027,0.259,0.015,1.8900000000000001,2.09,6.134,6.819,,2,31.845000000000002,19.732,0.327,13.799,0.111,0.031,4.993,7.921,41.154,1.736,1.423,0.21,4.713,1.444,0.209,0.014,0.04,0.309,18.296,104.60300000000001,0.166,0.20800000000000002,1.278,0.088,1.179,222.744,2.004,0.105,26.493000000000002,0.159,0.056,0.5,3.169,0.366,0.055,0.444,0.542,2.009,11.374,15.669,0.612,314.786,92.074,31.111,11.934000000000001,121.965,16.095,129.25300000000001,2.91,345.244,5.247,47.192,2.079,0.012,17.326,1.602,0.38,2.019,4.581,,0.168,13.733,,3.612,3.073,0.47100000000000003,3.052,0.493,0.266,44.676,0.182,0.23900000000000002,0.7020000000000001,0.024,0.653,0.419,0.843,112.29,2.332,0.6365587202497075,0.01,11.811,0.524,3.391,0.535,0.018000000000000002,0.728,48.184,0.6900000000000001,9.423,1.207,0.222,26.463,0.003,11.63,0.509,7.632000000000001,35.888,0.051000000000000004,1.583,1.224,1.115,8.698,20.198,3.568,83.015,17.22,11.711,1.079,131.518,1.242,,,0.8200000000000001,26.426000000000002,436.901,0.14400000000000002,0.003,0.097,,0.044,0.02,107.94500000000001,1.427,14.423441279750293,0.201,0.17500000000000002,7.765000000000001,10.567,4.2940000000000005,0.044,0.162,122.767,92.563,3.354,0.062,0.017,0.06,0.455,0.281,14.868,11.008000000000001,13.936,71.071,0.6990000000000001,66.318,0.048,0.381,0.03,8.403,6.081,61.473,12.692,0.028,0.47400000000000003,93.645,30.881,147.052,1.19,1571.709,1.53,32.813,0.016,41.378,24.693,0.007,5.149,0.585,2.587,3825.3830000000007,3565.0550000000017,3581.5600000000004,3808.8780000000015,1103.831,282.02,2758.12,40.358000000000004,1698.702,440.336,1834.8020000000001,104.38900000000001,231.709,250.08500000000006,94.47699999999892,7735
2005,0.362,1.16,29.214000000000002,0.157,5.224,0.035,0.112,44.208,1.187,0.681,95.493,20.239,9.364,0.47500000000000003,5.238,10.766,0.369,16.135,29.591,0.113,0.653,0.108,0.108,,4.4190000000000005,1.117,94.712,0.036000000000000004,1.365,13.067,0.307,0.042,0.757,150.466,0.094,0.131,0.064,0.109,16.858,1578.952,16.62,0.028,0.268,0.017,1.873,2.134,6.197,7.0920000000000005,,2.0460000000000003,32.754,20.609,0.40900000000000003,12.843,0.113,0.032,5.083,8.253,45.598,1.76,1.285,0.209,4.569,1.3960000000000001,0.197,0.014,0.033,0.372,14.902000000000001,105.037,0.161,0.224,1.333,0.088,1.3820000000000001,217.393,1.907,0.109,26.909,0.166,0.059000000000000004,0.527,3.428,0.322,0.058,0.392,0.5660000000000001,2.06,11.964,15.822000000000001,0.608,333.396,93.262,30.958000000000002,11.873000000000001,127.895,15.531,129.093,2.863,337.948,5.743,48.358000000000004,2.335,0.017,19.511,1.47,0.383,2.047,4.42,0.387,0.199,14.21,,3.791,3.149,0.501,3.076,0.47500000000000003,0.25,47.583,0.164,0.245,0.736,0.023,0.676,0.433,0.899,118.745,2.335,0.6935784887501626,0.01,12.482000000000001,0.497,3.1630000000000003,0.63,0.017,0.841,46.429,0.77,9.31,1.178,0.195,28.549,0.003,11.573,0.748,8.152000000000001,37.261,0.052000000000000005,1.865,1.196,1.045,10.127,20.407,3.323,82.503,17.802,13.896,1.008,126.24000000000001,1.335,,,0.9400000000000001,26.304000000000002,440.439,0.14400000000000002,0.003,0.1,,0.046,0.021,108.438,1.585,15.715421511249836,0.188,0.149,8.279,10.733,4.327,0.044,0.162,113.694,96.39,3.3000000000000003,0.064,0.018000000000000002,0.06,0.46,0.278,14.061,11.273,13.806000000000001,70.736,0.666,67.485,0.048,0.365,0.031,8.048,6.18,64.737,13.182,0.033,0.592,91.049,31.674,147.963,1.5010000000000001,1580.355,1.575,30.782,0.016,45.022,26.764,0.008,5.466,0.624,2.9370000000000003,3824.302,3768.108999999998,3583.519,4008.8919999999985,1098.5700000000002,287.12100000000004,2912.5660000000007,41.00400000000001,1696.5089999999998,456.21299999999997,1849.75,106.476,242.77,261.55100000000004,171.0379999999999,8025
2006,0.45,1.063,27.588,0.149,6.072,0.039,0.116,47.842,1.195,0.681,99.631,19.679000000000002,10.681000000000001,0.454,5.135,11.874,0.374,16.927,29.199,0.11800000000000001,1.056,0.14200000000000002,0.107,,4.79,1.1280000000000001,94.81,0.039,1.326,13.36,0.371,0.051000000000000004,0.8180000000000001,146.654,0.10200000000000001,0.132,0.068,0.111,17.675,1749.24,17.164,0.031,0.305,0.018000000000000002,1.936,1.9080000000000001,6.202,7.474,,2.124,33.299,20.971,0.435,14.995000000000001,0.112,0.031,5.3950000000000005,7.87,48.701,1.867,1.297,0.153,4.4110000000000005,1.5010000000000001,0.185,0.016,0.034,0.371,18.053,102.414,0.139,0.225,1.1380000000000001,0.092,1.677,222.654,2.552,0.114,26.53,0.171,0.063,0.522,3.4490000000000003,0.322,0.059000000000000004,0.352,0.5760000000000001,1.911,11.469,15.65,0.627,355.527,94.115,26.935000000000002,11.77,138.959,17.036,127.992,3.1350000000000002,335.832,5.76,52.531,2.611,0.019,20.117,1.448,0.423,2.185,3.943,0.394,0.20400000000000001,14.527000000000001,,3.861,3.095,0.445,2.983,0.459,0.26,45.733000000000004,0.20700000000000002,0.257,0.7020000000000001,0.025,0.645,0.439,0.99,121.432,2.562,0.65,0.01,12.933,0.54,3.504,0.635,0.012,0.6990000000000001,45.571,0.742,9.121,1.218,0.189,26.968,0.003,12.069,0.618,10.8,39.835,0.055,2.0100000000000002,1.175,1.087,9.511000000000001,18.46,4.106,86.976,16.312,17.31,1.053,128.349,1.362,,,0.988,28.184,455.212,0.14400000000000002,0.003,0.1,,0.048,0.023,118.009,1.29,14.728,0.2,0.2,8.399000000000001,10.664,4.432,0.044,0.162,122.142,95.456,3.266,0.064,0.018000000000000002,0.06,0.497,0.277,13.518,11.413,14.612,72.84100000000001,0.725,69.545,0.049,0.333,0.035,12.662,6.2700000000000005,71.343,13.502,0.039,0.6920000000000001,89.018,33.781,147.657,1.6440000000000001,1555.46,1.813,31.489,0.013000000000000001,46.227000000000004,28.019000000000002,0.008,5.671,0.5720000000000001,2.849,3819.156,4036.414999999999,3576.9689999999996,4278.602,1106.945,298.674,3118.4879999999994,46.89500000000001,1718.2349999999997,490.02900000000005,1823.7350000000001,110.40400000000001,249.10899999999998,275.63,175.79899999999463,8307
2007,0.62,1.071,29.86,0.147,6.859,0.041,0.128,47.771,1.381,0.707,101.47,19.014,8.32,0.461,7.279,12.11,0.372,16.505,28.237000000000002,0.125,1.226,0.199,0.107,,4.814,1.154,99.049,0.041,2.295,14.25,0.449,0.051000000000000004,0.9450000000000001,147.502,0.108,0.159,0.069,0.126,19.536,1852.142,17.025,0.031,0.331,0.018000000000000002,2.215,1.848,6.5360000000000005,7.307,,2.235,33.625,17.515,0.47200000000000003,13.705,0.126,0.042,5.774,8.696,51.566,1.903,1.308,0.158,5.102,1.6400000000000001,0.188,0.016,0.039,0.328,17.449,100.604,0.17500000000000002,0.223,1.123,0.108,1.7510000000000001,212.857,2.68,0.113,26.792,0.17400000000000002,0.065,0.553,3.443,0.33,0.063,0.426,0.652,2.394,11.923,15.281,0.63,383.858,102.412,16.95,12.173,152.959,17.2,126.173,2.632,341.486,6.009,60.635,2.681,0.014,20.517,1.547,0.248,2.2680000000000002,3.677,0.402,0.183,13.624,0.017,4.136,3.005,0.421,2.589,0.495,0.256,50.4,0.213,0.275,0.743,0.027,0.586,0.503,1.006,125.134,3.29,0.614,0.011,13.708,0.617,3.511,0.644,0.012,0.713,46.766,0.803,9.173,1.256,0.197,25.922,0.003,12.296,0.634,11.916,43.331,0.057,1.963,1.669,1.1280000000000001,11.714,19.681,3.363,85.703,16.403,17.256,1.591,135.172,1.276,,,1.053,27.714000000000002,454.564,0.152,0.003,0.105,,0.051000000000000004,0.023,105.748,1.413,14.305,0.17500000000000002,0.17500000000000002,5.434,10.03,4.43,0.048,0.166,127.471,97.69200000000001,3.369,0.068,0.018000000000000002,0.062,0.515,0.29,13.106,10.359,18.126,75.788,0.882,69.622,0.05,0.384,0.031,13.145,6.575,77.627,15.283,0.045,0.788,87.608,36.986000000000004,144.103,1.608,1580.29,1.637,31.506,0.027,43.847,28.599,0.008,5.719,0.485,2.696,3832.5490000000004,4231.25,3610.125,4453.674,1090.132,311.0960000000001,3288.2290000000007,48.292,1697.228,498.60299999999995,1853.118,112.33200000000001,254.898,290.1469999999999,134.05400000000287,8488
2008,1.1500000000000001,1.193,30.079,0.147,7.011,0.041,0.131,51.57,1.516,0.684,105.23700000000001,18.805,9.682,0.40800000000000003,8.075,13.515,0.442,17.209,28.482,0.105,1.203,0.177,0.115,,5.496,1.229,105.708,0.044,2.487,13.837,0.523,0.052000000000000005,1.063,147.01,0.084,0.162,0.069,0.139,19.594,1956.82,18.568,0.032,0.357,0.019,2.217,1.848,6.204,8.302,,2.339,31.824,19.398,0.499,12.799,0.136,0.036000000000000004,5.845,9.236,54.155,1.7850000000000001,1.228,0.113,4.7700000000000005,1.794,0.17200000000000001,0.016,0.033,0.137,15.413,99.828,0.179,0.23,1.1360000000000001,0.112,1.409,212.862,2.492,0.116,26.17,0.18,0.069,0.5680000000000001,3.117,0.597,0.062,0.425,0.654,2.365,11.993,14.956,0.578,427.701,113.59700000000001,25.402,11.726,158.698,18.616,121.949,2.7840000000000003,330.007,5.822,50.776,2.793,0.015,22.561,2.089,0.258,2.1550000000000002,4.699,0.5680000000000001,0.154,15.124,0.017,4.093,2.983,0.625,2.564,0.515,0.299,55.64,0.23,0.292,0.6980000000000001,0.027,0.5700000000000001,0.528,1.028,129.395,3.283,0.75,0.013000000000000001,14.426,0.618,2.673,0.908,0.012,0.933,47.276,0.782,9.327,1.206,0.221,26.22,0.003,15.187000000000001,0.56,11.646,43.379,0.057,2.011,1.308,1.214,11.185,21.505,3.61,85.86,15.169,17.683,1.512,138.421,1.303,,,1.076,26.088,467.67900000000003,0.148,0.003,0.108,,0.052000000000000005,0.023,117.31,1.389,14.208,0.189,0.181,9.854000000000001,10.284,4.7330000000000005,0.05,0.164,135.695,89.797,3.329,0.068,0.018000000000000002,0.062,0.541,0.299,13.396,11.018,18.457,71.337,0.792,69.637,0.055,0.459,0.033,12.718,6.7700000000000005,77.44200000000001,15.498000000000001,0.049,0.87,84.81700000000001,42.911,141.82500000000002,1.675,1533.26,2.259,32.481,0.026000000000000002,48.845,32.177,0.006,6.0920000000000005,0.595,2.119,3767.4210000000003,4477.304000000001,3545.999,4698.7260000000015,1066.3209999999997,325.875,3446.7329999999997,48.50899999999999,1688.7749999999999,535.974,1809.863,116.04600000000002,272.95,293.806,199.46899999999783,8738
